event_id,customer_id,event_date,event_type,plan,mrr_amount
1117,CUST00699,2024-08-03,cancel,Pro,0
1118,CUST00700,2024-05-23,signup,Enterprise,499
1119,CUST00701,2024-08-30,signup,Basic,29
1120,CUST00701,2024-12-28,cancel,Basic,0
1121,CUST00702,2024-05-20,signup,Basic,29
1122,CUST00702,2024-06-19,cancel,Basic,0
1123,CUST00703,2023-10-02,signup,Pro,99
1124,CUST00703,2024-10-26,cancel,Pro,0
1125,CUST00704,2024-06-16,signup,Basic,29
1126,CUST00704,2024-07-16,cancel,Basic,0
1127,CUST00705,2024-03-10,signup,Pro,99
1128,CUST00706,2024-09-20,signup,Basic,29
1129,CUST00706,2025-06-17,cancel,Basic,0
1130,CUST00707,2024-03-02,signup,Pro,99
1131,CUST00707,2024-08-29,downgrade,Basic,29
1132,CUST00708,2024-08-21,signup,Pro,99
1133,CUST00709,2024-10-22,signup,Pro,99
1134,CUST00709,2025-05-20,cancel,Pro,0
1135,CUST00710,2024-09-21,signup,Pro,99
1136,CUST00710,2024-10-21,upgrade,Enterprise,499
1137,CUST00711,2024-02-07,signup,Basic,29
1138,CUST00711,2024-05-07,upgrade,Pro,99
1139,CUST00712,2023-07-02,signup,Basic,29
1140,CUST00712,2024-12-23,cancel,Basic,0
1141,CUST00713,2023-10-07,signup,Basic,29
1142,CUST00713,2024-02-04,cancel,Basic,0
1143,CUST00714,2025-06-02,signup,Basic,29
1144,CUST00715,2024-05-17,signup,Pro,99
1145,CUST00715,2024-07-16,upgrade,Enterprise,499
1146,CUST00716,2025-01-25,signup,Enterprise,499
1147,CUST00717,2023-01-15,signup,Pro,99
1148,CUST00717,2023-02-14,downgrade,Basic,29
1149,CUST00717,2023-08-13,cancel,Basic,0
1150,CUST00718,2024-09-15,signup,Basic,29
1151,CUST00719,2023-04-01,signup,Pro,99
1152,CUST00719,2023-06-30,cancel,Pro,0
1153,CUST00720,2023-08-11,signup,Pro,99
1154,CUST00721,2024-06-19,signup,Enterprise,499
1155,CUST00722,2025-01-30,signup,Pro,99
1156,CUST00723,2024-05-01,signup,Pro,99
1157,CUST00724,2025-02-09,signup,Pro,99
1158,CUST00725,2025-01-10,signup,Basic,29
1159,CUST00725,2025-02-09,cancel,Basic,0
1160,CUST00726,2025-06-17,signup,Enterprise,499
1161,CUST00727,2024-03-07,signup,Basic,29
1162,CUST00727,2024-04-06,cancel,Basic,0
1163,CUST00728,2024-06-08,signup,Basic,29
1164,CUST00729,2023-06-19,signup,Pro,99
1165,CUST00730,2025-01-17,signup,Pro,99
1166,CUST00731,2025-02-25,signup,Basic,29
1167,CUST00732,2023-05-22,signup,Basic,29
1168,CUST00732,2023-12-18,cancel,Basic,0
1169,CUST00733,2024-03-07,signup,Basic,29
1170,CUST00733,2024-10-03,cancel,Basic,0
1171,CUST00734,2023-11-23,signup,Basic,29
1172,CUST00735,2024-11-21,signup,Pro,99
1173,CUST00735,2025-05-20,upgrade,Enterprise,499
1174,CUST00736,2024-04-16,signup,Enterprise,499
1175,CUST00736,2025-02-10,downgrade,Pro,99
1176,CUST00737,2023-06-29,signup,Pro,99
1177,CUST00737,2024-05-24,upgrade,Enterprise,499
1178,CUST00737,2024-07-23,downgrade,Pro,99
1179,CUST00738,2025-02-03,signup,Enterprise,499
1180,CUST00739,2024-09-22,signup,Enterprise,499
1181,CUST00740,2023-10-07,signup,Pro,99
1182,CUST00740,2024-05-04,cancel,Pro,0
1183,CUST00741,2023-11-29,signup,Pro,99
1184,CUST00741,2024-06-26,cancel,Pro,0
1185,CUST00742,2023-12-15,signup,Basic,29
1186,CUST00742,2024-08-11,upgrade,Pro,99
1187,CUST00743,2024-08-21,signup,Basic,29
1188,CUST00744,2024-08-07,signup,Enterprise,499
1189,CUST00745,2024-10-10,signup,Basic,29
1190,CUST00746,2023-01-04,signup,Basic,29
1191,CUST00746,2023-08-02,cancel,Basic,0
1192,CUST00747,2023-08-18,signup,Enterprise,499
1193,CUST00748,2024-04-15,signup,Enterprise,499
1194,CUST00748,2025-02-09,cancel,Enterprise,0
1195,CUST00749,2023-02-03,signup,Basic,29
1196,CUST00749,2023-04-04,upgrade,Pro,99
1197,CUST00749,2023-11-30,cancel,Pro,0
1198,CUST00750,2023-03-03,signup,Pro,99
1199,CUST00750,2024-10-23,upgrade,Enterprise,499
1200,CUST00751,2024-08-04,signup,Basic,29
1201,CUST00752,2025-01-31,signup,Basic,29
1202,CUST00753,2023-01-13,signup,Pro,99
1203,CUST00753,2024-04-07,cancel,Pro,0
1204,CUST00754,2023-03-08,signup,Basic,29
1205,CUST00754,2023-11-03,cancel,Basic,0
1206,CUST00755,2023-08-22,signup,Basic,29
1207,CUST00755,2023-11-20,upgrade,Pro,99
1208,CUST00755,2024-05-18,downgrade,Basic,29
1209,CUST00755,2025-03-14,cancel,Basic,0
1210,CUST00756,2024-09-15,signup,Pro,99
1211,CUST00756,2024-11-14,downgrade,Basic,29
1212,CUST00756,2025-02-12,upgrade,Pro,99
1213,CUST00757,2023-02-22,signup,Basic,29
1214,CUST00757,2023-09-20,cancel,Basic,0
1215,CUST00758,2023-04-25,signup,Basic,29
1216,CUST00758,2023-08-23,cancel,Basic,0
1217,CUST00759,2025-02-11,signup,Basic,29
1218,CUST00760,2025-06-07,signup,Basic,29
1219,CUST00761,2023-11-13,signup,Pro,99
1220,CUST00762,2023-04-16,signup,Enterprise,499
1221,CUST00763,2024-02-18,signup,Basic,29
1222,CUST00763,2024-05-18,cancel,Basic,0
1223,CUST00764,2024-12-22,signup,Pro,99
1224,CUST00764,2025-01-21,cancel,Pro,0
1225,CUST00765,2023-11-30,signup,Pro,99
1226,CUST00765,2024-09-25,cancel,Pro,0
1227,CUST00766,2024-11-06,signup,Enterprise,499
1228,CUST00767,2023-10-19,signup,Pro,99
1229,CUST00768,2024-01-05,signup,Pro,99
1230,CUST00768,2025-03-30,downgrade,Basic,29
1231,CUST00769,2025-03-20,signup,Basic,29
1232,CUST00770,2025-03-10,signup,Basic,29
1233,CUST00771,2025-02-24,signup,Pro,99
1234,CUST00772,2024-04-09,signup,Enterprise,499
1235,CUST00772,2024-10-06,cancel,Enterprise,0
1236,CUST00773,2023-11-27,signup,Basic,29
1237,CUST00773,2025-03-21,cancel,Basic,0
1238,CUST00774,2023-05-11,signup,Enterprise,499
1239,CUST00775,2024-06-12,signup,Basic,29
1240,CUST00775,2025-05-08,cancel,Basic,0
1241,CUST00776,2024-01-25,signup,Pro,99
1242,CUST00776,2024-12-20,cancel,Pro,0
1243,CUST00777,2023-10-09,signup,Pro,99
1244,CUST00777,2023-12-08,cancel,Pro,0
1245,CUST00778,2024-06-15,signup,Pro,99
1246,CUST00779,2024-01-09,signup,Basic,29
1247,CUST00779,2024-07-07,cancel,Basic,0
1248,CUST00780,2023-01-27,signup,Pro,99
1249,CUST00780,2023-03-28,upgrade,Enterprise,499
1250,CUST00780,2023-08-25,cancel,Enterprise,0
1251,CUST00781,2023-08-17,signup,Pro,99
1252,CUST00781,2024-03-14,cancel,Pro,0
1253,CUST00782,2024-05-02,signup,Pro,99
1254,CUST00783,2023-04-18,signup,Pro,99
1255,CUST00783,2024-05-12,cancel,Pro,0
1256,CUST00784,2025-03-29,signup,Basic,29
1257,CUST00784,2025-04-28,cancel,Basic,0
1258,CUST00785,2024-10-11,signup,Basic,29
1259,CUST00785,2024-11-10,cancel,Basic,0
1260,CUST00786,2024-05-07,signup,Basic,29
1261,CUST00787,2025-03-01,signup,Pro,99
1262,CUST00788,2023-01-27,signup,Basic,29
1263,CUST00788,2025-01-16,cancel,Basic,0
1264,CUST00789,2024-06-29,signup,Pro,99
1265,CUST00790,2024-02-15,signup,Enterprise,499
1266,CUST00790,2024-06-14,cancel,Enterprise,0
1267,CUST00791,2023-09-15,signup,Pro,99
1268,CUST00791,2023-12-14,downgrade,Basic,29
1269,CUST00791,2025-01-07,upgrade,Pro,99
1270,CUST00792,2024-11-19,signup,Basic,29
1271,CUST00792,2024-12-19,cancel,Basic,0
1272,CUST00793,2023-05-01,signup,Pro,99
1273,CUST00794,2024-01-07,signup,Pro,99
1274,CUST00795,2024-11-12,signup,Enterprise,499
1275,CUST00796,2024-08-12,signup,Enterprise,499
1276,CUST00797,2024-10-05,signup,Pro,99
1277,CUST00797,2024-12-04,cancel,Pro,0
1278,CUST00798,2023-12-03,signup,Enterprise,499
1279,CUST00799,2025-05-27,signup,Basic,29
1280,CUST00800,2023-11-10,signup,Pro,99
1281,CUST00800,2024-11-04,cancel,Pro,0
1282,CUST00801,2024-06-02,signup,Pro,99
1283,CUST00801,2024-09-30,downgrade,Basic,29
1284,CUST00802,2025-03-28,signup,Basic,29
1285,CUST00802,2025-05-27,cancel,Basic,0
1286,CUST00803,2024-07-15,signup,Pro,99
1287,CUST00803,2025-02-10,cancel,Pro,0
1288,CUST00804,2023-09-07,signup,Enterprise,499
1289,CUST00805,2024-12-20,signup,Basic,29
1290,CUST00806,2023-08-18,signup,Basic,29
1291,CUST00806,2023-11-16,upgrade,Pro,99
1292,CUST00806,2024-01-15,cancel,Pro,0
1293,CUST00807,2024-04-04,signup,Basic,29
1294,CUST00807,2024-07-03,upgrade,Pro,99
1295,CUST00808,2024-11-21,signup,Pro,99
1296,CUST00808,2025-05-20,cancel,Pro,0
1297,CUST00809,2024-09-16,signup,Pro,99
1298,CUST00810,2025-01-16,signup,Pro,99
1299,CUST00811,2025-05-17,signup,Basic,29
1300,CUST00812,2023-09-16,signup,Basic,29
1301,CUST00812,2024-05-13,upgrade,Pro,99
1302,CUST00812,2024-09-10,cancel,Pro,0
1303,CUST00813,2024-06-25,signup,Basic,29
1304,CUST00814,2024-03-27,signup,Pro,99
1305,CUST00815,2024-11-05,signup,Basic,29
1306,CUST00815,2025-01-04,upgrade,Pro,99
1307,CUST00816,2023-02-12,signup,Enterprise,499
1308,CUST00816,2024-10-04,cancel,Enterprise,0
1309,CUST00817,2023-04-17,signup,Basic,29
1310,CUST00817,2023-10-14,cancel,Basic,0
1311,CUST00818,2023-04-02,signup,Enterprise,499
1312,CUST00818,2024-07-25,downgrade,Pro,99
1313,CUST00818,2025-05-21,upgrade,Enterprise,499
1314,CUST00819,2024-12-06,signup,Pro,99
1315,CUST00820,2025-05-07,signup,Basic,29
1316,CUST00821,2024-11-27,signup,Enterprise,499
1317,CUST00821,2025-04-26,cancel,Enterprise,0
1318,CUST00822,2025-04-23,signup,Pro,99
1319,CUST00822,2025-06-22,cancel,Pro,0
1320,CUST00823,2024-12-10,signup,Pro,99
1321,CUST00824,2024-07-03,signup,Enterprise,499
1322,CUST00825,2023-07-25,signup,Enterprise,499
1323,CUST00825,2023-09-23,downgrade,Pro,99
1324,CUST00825,2024-12-16,upgrade,Enterprise,499
1325,CUST00825,2025-01-15,cancel,Enterprise,0
1326,CUST00826,2023-06-06,signup,Enterprise,499
1327,CUST00827,2023-02-09,signup,Basic,29
1328,CUST00827,2023-03-11,cancel,Basic,0
1329,CUST00828,2025-02-26,signup,Enterprise,499
1330,CUST00829,2024-08-08,signup,Basic,29
1331,CUST00830,2023-08-18,signup,Basic,29
1332,CUST00830,2023-12-16,cancel,Basic,0
1333,CUST00831,2025-04-04,signup,Basic,29
1334,CUST00832,2023-12-28,signup,Pro,99
1335,CUST00833,2024-10-21,signup,Basic,29
1336,CUST00833,2025-04-19,cancel,Basic,0
1337,CUST00834,2023-08-11,signup,Enterprise,499
1338,CUST00835,2023-02-06,signup,Basic,29
1339,CUST00835,2023-12-03,upgrade,Pro,99
1340,CUST00836,2023-09-13,signup,Basic,29
1341,CUST00836,2023-11-12,cancel,Basic,0
1342,CUST00837,2025-06-20,signup,Basic,29
1343,CUST00838,2024-08-23,signup,Enterprise,499
1344,CUST00839,2024-10-01,signup,Basic,29
1345,CUST00840,2024-08-27,signup,Pro,99
1346,CUST00840,2024-12-25,cancel,Pro,0
1347,CUST00841,2023-02-23,signup,Pro,99
1348,CUST00841,2023-09-21,cancel,Pro,0
1349,CUST00842,2024-10-01,signup,Pro,99
1350,CUST00842,2024-12-30,upgrade,Enterprise,499
1351,CUST00843,2024-02-21,signup,Basic,29
1352,CUST00843,2025-04-16,upgrade,Pro,99
1353,CUST00844,2025-03-31,signup,Basic,29
1354,CUST00844,2025-04-30,cancel,Basic,0
1355,CUST00845,2025-04-06,signup,Pro,99
1356,CUST00846,2024-04-16,signup,Basic,29
1357,CUST00846,2024-09-13,cancel,Basic,0
1358,CUST00847,2023-04-04,signup,Basic,29
1359,CUST00847,2023-06-03,cancel,Basic,0
1360,CUST00848,2023-03-23,signup,Basic,29
1361,CUST00848,2024-01-17,upgrade,Pro,99
1362,CUST00849,2023-09-14,signup,Pro,99
1363,CUST00849,2024-02-11,downgrade,Basic,29
1364,CUST00849,2024-05-11,upgrade,Pro,99
1365,CUST00850,2024-08-05,signup,Pro,99
1366,CUST00851,2025-06-20,signup,Enterprise,499
1367,CUST00852,2024-04-20,signup,Pro,99
1368,CUST00852,2025-06-14,cancel,Pro,0
1369,CUST00853,2024-04-28,signup,Basic,29
1370,CUST00854,2023-10-24,signup,Basic,29
1371,CUST00854,2023-12-23,cancel,Basic,0
1372,CUST00855,2023-11-12,signup,Basic,29
1373,CUST00855,2024-09-07,cancel,Basic,0
1374,CUST00856,2024-04-02,signup,Pro,99
1375,CUST00857,2024-08-30,signup,Pro,99
1376,CUST00857,2024-10-29,cancel,Pro,0
1377,CUST00858,2024-01-29,signup,Basic,29
1378,CUST00858,2024-06-27,upgrade,Pro,99
1379,CUST00858,2025-03-24,cancel,Pro,0
1380,CUST00859,2024-05-09,signup,Enterprise,499
1381,CUST00860,2025-03-20,signup,Enterprise,499
1382,CUST00861,2024-10-29,signup,Basic,29
1383,CUST00862,2024-09-13,signup,Basic,29
1384,CUST00862,2024-10-13,upgrade,Pro,99
1385,CUST00863,2024-02-10,signup,Pro,99
1386,CUST00863,2024-07-09,downgrade,Basic,29
1387,CUST00863,2024-09-07,upgrade,Pro,99
1388,CUST00863,2024-10-07,cancel,Pro,0
1389,CUST00864,2023-03-11,signup,Basic,29
1390,CUST00864,2024-12-30,cancel,Basic,0
1391,CUST00865,2025-05-13,signup,Basic,29
1392,CUST00866,2025-06-10,signup,Basic,29
1393,CUST00867,2024-11-17,signup,Basic,29
1394,CUST00867,2025-03-17,cancel,Basic,0
1395,CUST00868,2024-08-26,signup,Basic,29
1396,CUST00869,2024-07-23,signup,Pro,99
1397,CUST00870,2023-04-26,signup,Pro,99
1398,CUST00870,2024-01-21,upgrade,Enterprise,499
1399,CUST00871,2024-09-03,signup,Enterprise,499
1400,CUST00871,2024-12-02,cancel,Enterprise,0
1401,CUST00872,2023-02-01,signup,Enterprise,499
1402,CUST00872,2025-04-21,cancel,Enterprise,0
1403,CUST00873,2023-03-30,signup,Pro,99
1404,CUST00873,2023-12-25,cancel,Pro,0
1405,CUST00874,2024-05-24,signup,Basic,29
1406,CUST00874,2024-07-23,cancel,Basic,0
1407,CUST00875,2025-06-16,signup,Basic,29
1408,CUST00876,2023-01-25,signup,Pro,99
1409,CUST00876,2023-03-26,cancel,Pro,0
1410,CUST00877,2024-10-27,signup,Enterprise,499
1411,CUST00878,2024-04-28,signup,Pro,99
1412,CUST00879,2024-03-18,signup,Basic,29
1413,CUST00880,2025-03-22,signup,Basic,29
1414,CUST00881,2024-06-16,signup,Pro,99
1415,CUST00882,2023-04-19,signup,Basic,29
1416,CUST00882,2023-07-18,cancel,Basic,0
1417,CUST00883,2025-03-30,signup,Basic,29
1418,CUST00884,2025-04-14,signup,Basic,29
1419,CUST00885,2023-03-15,signup,Basic,29
1420,CUST00885,2023-05-14,cancel,Basic,0
1421,CUST00886,2024-09-03,signup,Basic,29
1422,CUST00887,2025-03-27,signup,Basic,29
1423,CUST00888,2023-01-28,signup,Enterprise,499
1424,CUST00888,2024-06-21,cancel,Enterprise,0
1425,CUST00889,2023-05-12,signup,Basic,29
1426,CUST00889,2024-01-07,cancel,Basic,0
1427,CUST00890,2024-08-22,signup,Basic,29
1428,CUST00890,2025-06-18,cancel,Basic,0
1429,CUST00891,2025-03-05,signup,Basic,29
1430,CUST00891,2025-04-04,cancel,Basic,0
1431,CUST00892,2023-07-07,signup,Enterprise,499
1432,CUST00893,2024-01-02,signup,Basic,29
1433,CUST00893,2024-09-28,cancel,Basic,0
1434,CUST00894,2025-03-19,signup,Basic,29
1435,CUST00895,2024-12-19,signup,Basic,29
1436,CUST00895,2025-04-18,cancel,Basic,0
1437,CUST00896,2025-05-31,signup,Basic,29
1438,CUST00897,2023-04-12,signup,Pro,99
1439,CUST00897,2024-07-05,downgrade,Basic,29
1440,CUST00897,2024-11-02,cancel,Basic,0
1441,CUST00898,2024-11-18,signup,Basic,29
1442,CUST00899,2023-06-11,signup,Basic,29
1443,CUST00899,2023-08-10,cancel,Basic,0
1444,CUST00900,2023-03-09,signup,Pro,99
1445,CUST00900,2023-04-08,upgrade,Enterprise,499
1446,CUST00901,2025-06-14,signup,Basic,29
1447,CUST00902,2023-09-03,signup,Basic,29
1448,CUST00903,2025-04-30,signup,Enterprise,499
1449,CUST00904,2024-04-15,signup,Basic,29
1450,CUST00904,2024-09-12,cancel,Basic,0
1451,CUST00905,2024-05-21,signup,Enterprise,499
1452,CUST00906,2023-10-12,signup,Basic,29
1453,CUST00906,2024-04-09,cancel,Basic,0
1454,CUST00907,2025-01-06,signup,Basic,29
1455,CUST00908,2023-01-24,signup,Basic,29
1456,CUST00909,2024-01-25,signup,Pro,99
1457,CUST00910,2023-09-12,signup,Enterprise,499
1458,CUST00911,2024-06-13,signup,Enterprise,499
1459,CUST00912,2023-07-10,signup,Basic,29
1460,CUST00912,2024-07-04,cancel,Basic,0
1461,CUST00913,2023-03-20,signup,Pro,99
1462,CUST00914,2024-09-12,signup,Basic,29
1463,CUST00915,2024-06-16,signup,Pro,99
1464,CUST00915,2025-01-12,upgrade,Enterprise,499
1465,CUST00916,2024-01-27,signup,Basic,29
1466,CUST00916,2024-09-23,upgrade,Pro,99
1467,CUST00917,2023-09-09,signup,Enterprise,499
1468,CUST00917,2024-07-05,downgrade,Pro,99
1469,CUST00917,2024-10-03,cancel,Pro,0
1470,CUST00918,2023-12-06,signup,Pro,99
1471,CUST00918,2024-04-04,cancel,Pro,0
1472,CUST00919,2023-08-12,signup,Basic,29
1473,CUST00919,2024-01-09,cancel,Basic,0
1474,CUST00920,2024-06-13,signup,Enterprise,499
1475,CUST00920,2024-08-12,downgrade,Pro,99
1476,CUST00921,2023-10-01,signup,Basic,29
1477,CUST00921,2023-12-30,cancel,Basic,0
1478,CUST00922,2023-11-07,signup,Basic,29
1479,CUST00922,2024-06-04,cancel,Basic,0
1480,CUST00923,2023-03-09,signup,Pro,99
1481,CUST00923,2025-05-27,cancel,Pro,0
1482,CUST00924,2024-05-09,signup,Enterprise,499
1483,CUST00925,2024-02-27,signup,Basic,29
1484,CUST00925,2024-09-24,cancel,Basic,0
1485,CUST00926,2023-06-07,signup,Enterprise,499
1486,CUST00926,2024-11-28,cancel,Enterprise,0
1487,CUST00927,2024-07-07,signup,Enterprise,499
1488,CUST00927,2024-10-05,cancel,Enterprise,0
1489,CUST00928,2023-07-01,signup,Pro,99
1490,CUST00928,2023-11-28,upgrade,Enterprise,499
1491,CUST00928,2024-02-26,downgrade,Pro,99
1492,CUST00928,2025-05-21,downgrade,Basic,29
1493,CUST00929,2023-09-24,signup,Pro,99
1494,CUST00929,2023-12-23,cancel,Pro,0
1495,CUST00930,2025-05-22,signup,Basic,29
1496,CUST00931,2024-06-05,signup,Enterprise,499
1497,CUST00932,2023-06-02,signup,Basic,29
1498,CUST00932,2024-05-27,cancel,Basic,0
1499,CUST00933,2023-06-10,signup,Basic,29
1500,CUST00933,2025-03-31,cancel,Basic,0
1501,CUST00934,2023-05-24,signup,Enterprise,499
1502,CUST00934,2024-01-19,cancel,Enterprise,0
1503,CUST00935,2024-05-28,signup,Basic,29
1504,CUST00935,2025-03-24,cancel,Basic,0
1505,CUST00936,2025-01-06,signup,Pro,99
1506,CUST00936,2025-02-05,upgrade,Enterprise,499
1507,CUST00937,2025-06-24,signup,Basic,29
1508,CUST00938,2023-08-17,signup,Basic,29
1509,CUST00938,2024-01-14,cancel,Basic,0
1510,CUST00939,2023-08-23,signup,Enterprise,499
1511,CUST00939,2023-09-22,cancel,Enterprise,0
1512,CUST00940,2023-01-17,signup,Enterprise,499
1513,CUST00940,2024-04-11,cancel,Enterprise,0
1514,CUST00941,2024-03-15,signup,Enterprise,499
1515,CUST00942,2025-06-13,signup,Enterprise,499
1516,CUST00943,2023-07-03,signup,Basic,29
1517,CUST00944,2025-03-22,signup,Basic,29
1518,CUST00945,2025-03-03,signup,Enterprise,499
1519,CUST00946,2024-05-21,signup,Basic,29
1520,CUST00946,2024-07-20,cancel,Basic,0
1521,CUST00947,2024-04-08,signup,Basic,29
1522,CUST00948,2025-01-13,signup,Pro,99
1523,CUST00949,2023-05-21,signup,Enterprise,499
1524,CUST00950,2025-05-11,signup,Enterprise,499
1525,CUST00951,2025-06-10,signup,Basic,29
1526,CUST00952,2024-03-06,signup,Pro,99
1527,CUST00953,2025-06-06,signup,Pro,99
1528,CUST00954,2024-12-26,signup,Enterprise,499
1529,CUST00954,2025-03-26,cancel,Enterprise,0
1530,CUST00955,2024-05-19,signup,Basic,29
1531,CUST00955,2024-09-16,upgrade,Pro,99
1532,CUST00956,2023-01-02,signup,Basic,29
1533,CUST00956,2023-10-29,cancel,Basic,0
1534,CUST00957,2023-03-15,signup,Basic,29
1535,CUST00957,2023-08-12,cancel,Basic,0
1536,CUST00958,2023-04-20,signup,Basic,29
1537,CUST00959,2023-10-22,signup,Basic,29
1538,CUST00959,2024-01-20,upgrade,Pro,99
1539,CUST00960,2023-05-29,signup,Pro,99
1540,CUST00960,2023-11-25,downgrade,Basic,29
1541,CUST00960,2025-01-18,cancel,Basic,0
1542,CUST00961,2023-01-21,signup,Pro,99
1543,CUST00961,2024-07-14,upgrade,Enterprise,499
1544,CUST00962,2023-02-14,signup,Pro,99
1545,CUST00962,2023-10-12,upgrade,Enterprise,499
1546,CUST00962,2023-11-11,cancel,Enterprise,0
1547,CUST00963,2024-08-24,signup,Enterprise,499
1548,CUST00964,2024-05-02,signup,Basic,29
1549,CUST00964,2025-03-28,cancel,Basic,0
1550,CUST00965,2024-12-14,signup,Basic,29
1551,CUST00966,2025-04-22,signup,Pro,99
1552,CUST00967,2023-10-30,signup,Pro,99
1553,CUST00967,2023-11-29,cancel,Pro,0
1554,CUST00968,2025-01-13,signup,Basic,29
1555,CUST00969,2024-01-23,signup,Basic,29
1556,CUST00969,2024-06-21,upgrade,Pro,99
1557,CUST00970,2024-08-31,signup,Enterprise,499
1558,CUST00971,2025-03-02,signup,Enterprise,499
1559,CUST00972,2023-04-26,signup,Basic,29
1560,CUST00972,2024-09-17,upgrade,Pro,99
1561,CUST00973,2023-03-15,signup,Basic,29
1562,CUST00973,2023-08-12,cancel,Basic,0
1563,CUST00974,2023-01-12,signup,Pro,99
1564,CUST00974,2023-02-11,cancel,Pro,0
1565,CUST00975,2023-11-27,signup,Pro,99
1566,CUST00976,2024-09-06,signup,Basic,29
1567,CUST00976,2024-11-05,upgrade,Pro,99
1568,CUST00977,2024-04-23,signup,Basic,29
1569,CUST00978,2023-02-20,signup,Pro,99
1570,CUST00978,2023-05-21,upgrade,Enterprise,499
1571,CUST00979,2025-05-27,signup,Basic,29
1572,CUST00980,2024-01-23,signup,Basic,29
1573,CUST00980,2024-04-22,upgrade,Pro,99
1574,CUST00981,2024-06-25,signup,Pro,99
1575,CUST00981,2025-05-21,upgrade,Enterprise,499
1576,CUST00982,2023-08-23,signup,Basic,29
1577,CUST00982,2023-12-21,cancel,Basic,0
1578,CUST00983,2023-03-28,signup,Pro,99
1579,CUST00983,2023-08-25,cancel,Pro,0
1580,CUST00984,2023-08-20,signup,Basic,29
1581,CUST00985,2025-01-15,signup,Basic,29
1582,CUST00986,2023-02-19,signup,Basic,29
1583,CUST00986,2023-08-18,cancel,Basic,0
1584,CUST00987,2025-01-10,signup,Pro,99
1585,CUST00988,2025-05-28,signup,Enterprise,499
1586,CUST00988,2025-06-27,cancel,Enterprise,0
1587,CUST00989,2023-07-09,signup,Pro,99
1588,CUST00989,2024-11-30,cancel,Pro,0
1589,CUST00990,2024-09-27,signup,Basic,29
1590,CUST00990,2024-10-27,upgrade,Pro,99
1591,CUST00990,2024-11-26,downgrade,Basic,29
1592,CUST00990,2025-01-25,upgrade,Pro,99
1593,CUST00991,2023-08-20,signup,Basic,29
1594,CUST00991,2024-05-16,upgrade,Pro,99
1595,CUST00991,2024-09-13,downgrade,Basic,29
1596,CUST00992,2023-09-01,signup,Basic,29
1597,CUST00992,2023-10-01,cancel,Basic,0
1598,CUST00993,2024-12-11,signup,Pro,99
1599,CUST00993,2025-04-10,downgrade,Basic,29
1600,CUST00994,2025-02-20,signup,Basic,29
1601,CUST00995,2023-09-18,signup,Pro,99
1602,CUST00995,2024-10-12,cancel,Pro,0
1603,CUST00996,2023-09-05,signup,Pro,99
1604,CUST00996,2024-12-28,cancel,Pro,0
1605,CUST00997,2025-04-21,signup,Basic,29
1606,CUST00997,2025-05-21,upgrade,Pro,99
1607,CUST00998,2024-08-10,signup,Pro,99
1608,CUST00999,2024-10-19,signup,Pro,99
1609,CUST01000,2024-08-05,signup,Basic,29
1610,CUST01001,2023-08-17,signup,Pro,99
1611,CUST01001,2023-11-15,upgrade,Enterprise,499
1612,CUST01002,2024-06-16,signup,Enterprise,499
1613,CUST01003,2024-08-27,signup,Basic,29
1614,CUST01003,2025-02-23,upgrade,Pro,99
1615,CUST01003,2025-04-24,cancel,Pro,0
1616,CUST01004,2023-04-11,signup,Basic,29
1617,CUST01004,2024-11-01,cancel,Basic,0
1618,CUST01005,2024-03-20,signup,Enterprise,499
1619,CUST01006,2024-10-06,signup,Enterprise,499
1620,CUST01007,2025-01-17,signup,Pro,99
1621,CUST01007,2025-05-17,downgrade,Basic,29
1622,CUST01008,2025-06-25,signup,Pro,99
1623,CUST01009,2023-05-14,signup,Basic,29
1624,CUST01009,2023-11-10,cancel,Basic,0
1625,CUST01010,2023-06-14,signup,Pro,99
1626,CUST01010,2023-07-14,cancel,Pro,0
1627,CUST01011,2024-06-20,signup,Pro,99
1628,CUST01012,2023-01-11,signup,Enterprise,499
1629,CUST01012,2023-04-11,cancel,Enterprise,0
1630,CUST01013,2023-04-26,signup,Pro,99
1631,CUST01013,2024-07-19,upgrade,Enterprise,499
1632,CUST01014,2024-07-01,signup,Basic,29
1633,CUST01014,2024-10-29,cancel,Basic,0
1634,CUST01015,2023-06-15,signup,Enterprise,499
1635,CUST01016,2023-01-24,signup,Pro,99
1636,CUST01016,2024-03-19,cancel,Pro,0
1637,CUST01017,2024-07-07,signup,Basic,29
1638,CUST01017,2025-02-02,cancel,Basic,0
1639,CUST01018,2024-12-04,signup,Pro,99
1640,CUST01019,2024-04-12,signup,Enterprise,499
1641,CUST01019,2025-02-06,downgrade,Pro,99
1642,CUST01019,2025-04-07,cancel,Pro,0
1643,CUST01020,2024-09-11,signup,Pro,99
1644,CUST01021,2024-06-08,signup,Basic,29
1645,CUST01022,2024-11-03,signup,Enterprise,499
1646,CUST01023,2024-01-29,signup,Enterprise,499
1647,CUST01023,2025-01-23,cancel,Enterprise,0
1648,CUST01024,2024-10-20,signup,Pro,99
1649,CUST01025,2024-04-12,signup,Basic,29
1650,CUST01026,2023-05-17,signup,Enterprise,499
1651,CUST01027,2024-12-03,signup,Pro,99
1652,CUST01027,2025-04-02,cancel,Pro,0
1653,CUST01028,2024-10-23,signup,Basic,29
1654,CUST01028,2025-05-21,cancel,Basic,0
1655,CUST01029,2023-11-10,signup,Basic,29
